"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NYJW7262","journalArticle","2018","Jose, Paul E.; Fu, Katherine Y.","Does receiving malicious texts predict subsequent self-harming behavior among adolescents?","COMPUTERS IN HUMAN BEHAVIOR","","0747-5632","10.1016/j.chb.2018.08.005","","The present study was designed to determine whether adolescents who receive malicious text messages are subsequently more likely to engage in self-harming behavior since empirical support for this hypothesis is lacking. A sample of 1276 adolescents aged 10-15 years of age at T1 completed annually over three years self report measures of frequencies of sending and receiving malicious texts as well as frequencies of self-harming ideation and behavior. To test the hypotheses, a longitudinal cross-lag path model was tested with structural equation modelling. Consistent with the main hypothesis, adolescents who received a greater number of malicious texts were found to be more likely one year later to engage in self-harming. In addition, self-harming predicted higher levels of both sending and receiving malicious texts one year later, suggesting that self-aggression may be related to other-aggression. And last, a reciprocal relationship between sending and receiving malicious texts was noted, lending support to the view that peers often retaliate against individuals who send aggressive texts. The results suggest that hurtful digital communication messages can have long-lasting deleterious impact.","2018-12","2018-12-21 16:22:18","2018-12-21 16:22:18","","328-334","","","89","","","","","","","","","","English","","","","","","","","","","","Adolescence; Cyberaggression; Longitudinal; Self-harming; Texting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDN89JNG","journalArticle","2018","Aldahadha, Basim","Disputing Irrational Beliefs Among Convicted Terrorists and Extremist Beliefs","JOURNAL OF RATIONAL-EMOTIVE AND COGNITIVE-BEHAVIOR THERAPY","","0894-9085","10.1007/s10942-018-0293-7","","This study investigated the most common irrational beliefs among samples of: (1) convicted terrorists and (2) extremists, all of whom were prisoners in the country of Jordan. It also investigated the effectiveness of a program of disputing irrational beliefs (DIBP) with the same populations. The subjects were assigned randomly to two groups: an experimental group (EG) that consisted of 43 prisoners who received an training program, and a control group that consisted of 48 prisoners who received no training. The irrational beliefs scale (IBS) scores were assessed for both groups before and after exposure to the DIBP. To test the hypotheses of the study, means and standard deviations of the IBS measures were submitted to a two-way analysis of covariance. The results revealed that the most common irrational belief loaded on the factors of musts, exaggerations, and perfectionism. Moreover, the results revealed significant differences between the means of the two groups on the total IBS scores at post-test, with the EG scoring lower, which indicated the effectiveness of the training program in reducing the level of IBS. The results yielded significant differences in the effect of the reason for imprisonment in favor of extremists and the interaction between the reason for prison and treatment in favor of the EG and extremists.","2018-12","2018-12-21 16:22:19","2018-12-21 16:22:19","","404-417","","4","36","","","","","","","","","","English","","","","","","","","","","","Disputing; Extremism; Irrational beliefs; Terrorism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CW32QXN3","journalArticle","2018","Clevinger, Amanda M.; Kleider-Offutt, Heather M.; Tone, Erin B.","In the eyes of the law: Associations among fear of negative evaluation, race, and feelings of safety in the presence of police officers","PERSONALITY AND INDIVIDUAL DIFFERENCES","","0191-8869","10.1016/j.paid.2018.06.041","","Police officers are a community resource tasked with keeping citizens safe. Some individuals, however, particularly those from groups that have historically experienced mistreatment at the hands of police officers, are disproportionately likely to perceive interactions with police, even those that are ostensibly benign or helpful, as threatening. We know little about whether psychological characteristics, such as fear of negative evaluation (FNE), which is also associated with heightened perception of threats from others, may amplify or attenuate perceptions of safety in the presence of the police. We used linear multiple regression to test the hypothesis that perceptions of safety in the presence of same- and different- race police officers would be lower among members of a group with heightened perceptions of police mistreatment (African Americans), particularly those who also endorse high levels of FNE, than among European Americans, regardless of their levels of FNE. Our findings indicate that the interaction between participant race and FNE significantly predicted safety feelings in the presence of police officers, particularly those from a racial outgroup. How one views interactions with police may influence whether or how often a citizen seeks police protection as well as the nature of those interactions.","2018-12-01","2018-12-21 16:22:19","2018-12-21 16:22:19","","201-206","","","135","","","","","","","","","","English","","","","","","","","","","","Fear of negative evaluation; Police; Race; Social anxiety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCXSVUSI","journalArticle","2018","Gambin, Malgorzata; Sharp, Carla","The relations between empathy, guilt, shame and depression in inpatient adolescents","JOURNAL OF AFFECTIVE DISORDERS","","0165-0327","10.1016/j.jad.2018.08.068","","Background: High levels of affective empathy are associated with increased levels of depressive symptoms. However, studies investigating the mechanisms underlying this relation are limited. Since affective empathy may be associated with a feeling of exaggerated responsibility for alleviating the suffering of others, it may lead to high levels of generalized guilt and various forms of shame, which, in turn, may elevate depressive symptoms. Therefore, these self-conscious emotions are candidate mediators of the affective empathy-depressive symptoms relationship. Accordingly, the aim of the current study was to test the hypothesis that generalized and contextual shame and generalized guilt mediate the relations between affective empathy and depressive symptoms. Methods: 117 inpatient adolescents completed the Basic Empathy Scale to assess affective and cognitive empathy, the Beck Depression Inventory-II to evaluate severity of depressive symptoms, the Test of Self-Conscious Affect that measures contextual guilt and shame, and the Personal Feelings Questionnaire that assess generalized guilt and shame. Results: Findings demonstrated that generalized guilt, contextual and generalized shame mediated the relation between affective empathy and depressive symptoms. In contrast, cognitive empathy was shown to be related most strongly to contextual guilt and was unrelated to depressive symptoms. Limitations: Characteristics of the sample (predominately Caucasian inpatient adolescents from well-educated and financially stable environments), the lack of a longitudinal design, and over-reliance on self-report measures were main limitations of the study. Conclusions: The study provides novel information on the mechanisms underlying the association between affective empathy and depressive symptoms and shows that shame and generalized guilt associated with affective sharing should be considered as possible targets for therapeutic/preventive interventions for adolescents with high levels of depressive symptoms.","2018-12-01","2018-12-21 16:22:19","2018-12-21 16:22:19","","381-387","","","241","","","","","","","","","","English","","","","","","","","","","","Affective empathy; Cognitive empathy; Depression; Guilt; Shame","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WGZGTWE7","journalArticle","2018","Borragan, Guillermo; Gilson, Medhi; Guerrero-Mosquera, Carlos; Di Ricci, Eleonora; Slama, Hichem; Peigneux, Philippe","Transcranial Direct Current Stimulation Does Not Counteract Cognitive Fatigue, but Induces Sleepiness and an Inter-Hemispheric Shift in Brain Oxygenation","FRONTIERS IN PSYCHOLOGY","","1664-1078","10.3389/fpsyg.2018.02351","","Sustained cognitive demands may result in cognitive fatigue (CF), eventually leading to decreased behavioral performance and compromised brain resources. In the present study, we tested the hypothesis that transcranial direct current stimulation (tDCS) would counteract the behavioral and neurophysiological effects of CF. Twenty young healthy participants were tested in a within-subject counterbalanced order across two different days. Anodal tDCS (real vs. sham) was applied over the left prefrontal cortex. In the real tDCS condition, a current of 1.5 mA was delivered for 25 min. Cortical oxygenation changes were measured using functional Near Infrared Spectroscopy (fNIRS) on the frontal cortices. CF was triggered using the TloadDback task, a sustained working memory paradigm that allows tailoring task demands according to each individual's maximal cognitive capacity. Sustained cognitive load-related effects were assessed using pre-versus post-task subjective fatigue and sleepiness scales, evolution of performance accuracy within the task, indirect markers of dopaminergic activity (eye blinks), and cortical oxygenation changes (fNIRS) both during the task and pre- and post-task resting state periods. Results consistently disclosed significant CF-related effects on performance. Transcranial DCS was not effective to counteract the behavioral effects of CF. In the control (sham tDCS) condition, cerebral oxygen exchange (COE) levels significantly increased in the right hemisphere during the resting state immediately after the induction of CF, suggesting a depletion of brain resources. In contrast, tDCS combined with CF induction significantly shifted interhemispheric oxygenation balance during the post-training resting state. Additionally, increased self-reported sleepiness was associated with brain activity in the stimulated hemisphere after recovery from CF during the tDCS condition only, which might reflect a negative middle-term effect of tDCS application.","2018-11-30","2018-12-21 16:22:19","2018-12-21 16:22:19","","","","","9","","","","","","","","","","English","","","","","","","","","","","cognitive fatigue; fNIRS; inter-hemispheric balance; sleepiness; sustained attention; tDCS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIUMTPRQ","journalArticle","2018","Zilcha-Mano, Sigal; Dolev, Tohar; Leibovich, Liat; Barber, Jacques P.","Identifying the most suitable treatment for depression based on patients' attachment: study protocol for a randomized controlled trial of supportive-expressive vs. supportive treatments","BMC PSYCHIATRY","","1471-244X","10.1186/s12888-018-1934-1","","BackgroundIn the absence of one intervention that can cure all patients with major depressive disorder (MDD), the leading cause of disability worldwide, increased attention has been focused on selecting the best treatment based on patient characteristics. Theory-driven hypotheses for selecting the best treatments have not yet been adequately investigated. The present study tested the a priory hypothesis that attachment orientations may determine whether patients benefit more from a treatment where alliance provides a facilitative environment for the treatment to work, as in the case of supportive-expressive psychotherapy, vs. where alliance is conceptualized as an active ingredient in itself, as in the case of supportive psychotherapy.Method/designTo test the hypothesis that attachment orientation moderates the effect of treatment condition on outcome, we conduct a randomized controlled trial (RCT). One hundred patients are randomized to 16 sessions of either supportive-expressive or supportive psychotherapy for MDD, conducted by experienced psychologists. The primary outcome is change in the Hamilton Rating Scale for Depression. Secondary outcome measures include self-reported depressive and other symptoms, psychological and interpersonal functioning, quality of life, and the presence of the diagnosis of depression. Additional measures include hormonal levels, motion synchrony, and acoustic attributes, performance on cognitive tasks, and narrative material (collected from the sessions and from interviews).DiscussionThe RCT will expand our understanding of how the outcome of treatment can be optimized by identifying the most promising role of alliance in treatment, based on patients' pre-treatment attachment orientation. Results will contribute to the ongoing theoretical debate concerning the differential efficacy of various psychotherapeutic approaches for patients with different attachment orientations. The RCT will also contribute to progress toward personalized treatment by informing therapists about which of two approaches are most effective with patients based on their attachment styles.Trial registrationClinicaltrials.gov Identifier: NCT02728557 submitted on the 15.3.16. Funding: The Israel Science Foundation. Trial status: Recruitment is ongoing.","2018-11-12","2018-12-21 16:22:20","2018-12-21 16:22:20","","","","","18","","","","","","","","","","English","","","","","","","","","","","Alliance; Attachment; Personalized treatment; Psychodynamic treatment; Supportive expressive treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JZ3CR8QF","journalArticle","2018","Ooi, Jinnie; Francova, Anna; Szekely, Marcell; Michael, John","The Sense of Commitment in Individuals With Borderline Personality Traits in a Non-clinical Population","FRONTIERS IN PSYCHIATRY","","1664-0640","10.3389/fpsyt.2018.00519","","This is the first study to test the hypothesis that individuals' sense of commitment in joint activities and relationships may be influenced by personality traits characteristic of borderline personality disorder (BPD). This study consisted of 3 online experiments implemented via Amazon Mechanical Turk. Participants were presented with videos (Experiment 1) or vignettes (Experiments 2, 3) describing situations in which everyday commitments were violated. Participants then reported their perceptions, interpretations, and affective and behavioral responses to those situations. Participants' BPD traits (BPDt) were assessed using the short form of the Five-Factor Borderline Inventory on the basis of which they were divided into two groups: High and Low BPDt. The results revealed that participants with High BPD traits were less optimistic about others acting in accordance with an implicit sense of commitment (Experiment 1), although there was no difference between groups when the commitment was explicitly stated (Experiment 3). Participants in the High BPDt group also reported heightened emotional responses (Experiments 1-3) and less adaptive behavioral responses (Experiments 1, 3) to perceived or anticipated violations of commitment. Our findings suggest that high levels of BPD traits may give rise to a difficulty in adapting one's social expectations and behavior in light of interpersonal commitments and in a manner that is calibrated to the social norms in the community. Future research should investigate to what extent a disturbed sense of commitment may contribute to the difficulties in interpersonal functioning experienced by many individuals with a clinical diagnosis of BPD.","2018-11-06","2018-12-21 16:22:20","2018-12-21 16:22:20","","","","","9","","","","","","","","","","English","","","","","","","","","","","borderline personality traits; commitment; coordination; joint action; social expectations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTVWCHEF","journalArticle","2018","Fernaeus, Sven-Erik; Hellstrom, Ake","Conceptual elaboration versus direct lexical access in WAIS-similarities: differential effects of white-matter lesions and gray matter volumes","AGING NEUROPSYCHOLOGY AND COGNITION","","1382-5585","10.1080/13825585.2017.1378310","","Wechsler Adult Intelligence Scale (WAIS) subscale Similarities have been classified as a test of either verbal comprehension or of inductive reasoning. The reason may be that items divide into two categories. We tested the hypothesis of heterogeneity of items in WAIS-Similarities. Consecutive patients at a memory clinic and healthy controls participated in the study. White-matter hyperintensities (WMHs) and normalized temporal lobe volumes were measured based on Magnetic resonance Imaging (MRI), and tests of verbal memory and attention were used in addition to WAIS-Similarities to collect behavioural data. Factor analysis supported the hypothesis that two factors are involved in the performance of WAIS-similarities: (1) semiautomatic lexical access and (2) conceptual elaboration. These factors were highly correlated but provided discriminative diagnostic information: In logistic regression analyses, scores of the lexical access factor and of the conceptual elaboration factor discriminated patients with mild cognitive impairment from Alzheimer's disease patients and from healthy controls, respectively. High scores of WMH, indicating periventricular white-matter lesions, predicted factor scores of direct lexical access but not those of conceptual elaboration, which were predicted only by medial and lateral temporal lobe volumes.","2018-11-02","2018-12-21 16:22:20","2018-12-21 16:22:20","","893-903","","6","25","","","","","","","","","","English","","","","","","","","","","","conceptual elaboration; gray matter volumes; lexical access; WAIS-similarities; white-matter lesions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TTZG2FW","journalArticle","2018","Markota, Matej; McKean, Alastair J.; Romanowicz, Magdalena; Schak, Kathryn M.; Croarkin, Paul E.; Vande Voort, Jennifer L.","Rehospitalization to a child and adolescent psychiatry unit: Role of trauma and bullying","GENERAL HOSPITAL PSYCHIATRY","","0163-8343","10.1016/j.genhosppsych.2018.08.010","","Objective: Psychiatric rehospitalizations results in a significant burden to patients, families, and health care systems. Understanding psychiatric rehospitalizations offers an opportunity to identify weaknesses in current systems of care. The objective of this study was to test the hypothesis that a history of trauma or ongoing bullying increases the risk of psychiatric rehospitalization. Method: Retrospective cohort study of 366 individual patients (71% female) admitted to a pediatric psychiatry unit between 1/1/2015 and 12/31/2015. The primary outcome measure was rehospitalization to the same psychiatric hospital unit within one year of first discharge. Trauma was defined as having a history of Post-Traumatic Stress Disorder, Reactive Attachment Disorder, or a filed Suspected Abuse and Neglect of a Child report by the end of first hospitalization. Ongoing bullying was identified by medical record review. Results: History of trauma (Odds Ratio (OR) = 3.2, 95% Confidence Interval (CI) = 1.8-5.6, p < 0.0001) and ongoing bullying (OR = 2.2, CI = 1.2-3.9, p = 0.009) were significantly associated with increased rates of rehospitalizations. We controlled for the following covariates: Patient Health Questionnaire-9 Modified (PHQ-9M) score, gender, age, relative age, initial length of stay, disrupted family system, and sexual orientation/identity. Conclusion: History of trauma or ongoing bullying are important risk factors for pediatric psychiatric rehospitalization.","2018-12","2018-12-21 16:22:20","2018-12-21 16:22:20","","10-14","","","55","","","","","","","","","","English","","","","","","","","","","","Bullying; Pediatric psychiatric rehospitalization; Trauma; Youth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHNQX3K4","journalArticle","2018","Soriano, Emily C.; Perndorfer, Christine; Otto, Amy K.; Siegel, Scott D.; Laurenceau, Jean-Philippe","Does sharing good news buffer fear of bad news? A daily diary study of fear of cancer recurrence in couples approaching the first mammogram post-diagnosis","PSYCHO-ONCOLOGY","","1057-9249","10.1002/pon.4813","","Objective The core of fear of cancer recurrence (FCR)-a top concern of couples after successful breast cancer (BC) treatment-is fear of death. Daily relationship processes may be instrumental in regulating FCR as triggers of existential distress are encountered. We tested the hypothesis that daily capitalization, the process of sharing good news (capitalization attempts) to a partner perceived as responsive (responsiveness), buffers patient and spouse FCR as they confront the first mammogram post-diagnosis. Methods Results Fifty-seven early-stage BC survivors and their spouses reported daily FCR, capitalization, and positivity of the disclosed event during a 3-week diary period beginning 2 weeks before the first annual mammogram post-diagnosis. Dyadic multilevel path models estimated within-person effects of patient and spouse capitalization on same-day FCR, controlling for event positivity. Before the mammogram, capitalization attempts were unrelated to FCR, but for patients, responsiveness was predictive of greater same-day FCR. After the mammogram, for both partners, attempts were predictive of greater same-day FCR, yet responsiveness was predictive of lower FCR. Conclusions Findings were largely inconsistent with the hypothesis that capitalization buffers existential distress. However, results revealed novel insights about daily dyadic processes that may characterize within-person adaptation to existential threat. Potential explanations for the differential links between capitalization and FCR based on timing (before versus after threat) and capitalization component (attempts versus responsiveness) are discussed.","2018-11","2018-12-21 16:22:21","2018-12-21 16:22:21","","2581-2586","","11, SI","27","","","","","","","","","","English","","","","","","","","","","","breast cancer; cancer; capitalization; close relationships; daily diaries; fear of cancer recurrence; oncology; responsiveness; survivorship","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPHSTRN6","journalArticle","2018","Acuff, Samuel F.; MacKillop, James; Murphy, James G.","Applying Behavioral Economic Theory to Problematic Internet Use: An Initial Investigation","PSYCHOLOGY OF ADDICTIVE BEHAVIORS","","0893-164X","10.1037/adb0000404","","The widespread availability of the Internet has had profound social, educational, and economic benefits. Yet, for some, Internet use can become compulsive and problematic. The current study seeks to apply a behavioral economic framework to Internet use, testing the hypothesis that, similar to other addictive behaviors, problematic Internet use is a reinforcer pathology, reflecting an overvaluation of an immediately acquirable reward relative to prosocial and delayed rewards. Data were collected through Amazon's Mechanical Turk data collection platform. A total of 256 adults (M-age = 27.87, SD = 4.79; 58.2% White, 23% Asian; 65.2% had an associate degree or greater) completed the survey. Measures of delay discounting, consideration of future consequences, Internet demand, and alternative reinforcement all contributed unique variance in predicting both problematic Internet use and Internet craving. In aggregate models controlling for all significant predictors, alternative reinforcement and future valuation variables contributed unique variance. Individuals with elevated demand and discounting were at greatest risk for problematic Internet use. Consistent with behavioral economic research among substance abusing samples, individuals engaging in heavy Internet use report elevated motivation for the target behavior coupled with diminished motivation for other potentially rewarding activities, especially those associated with delayed reward.","2018-11","2018-12-21 16:22:21","2018-12-21 16:22:21","","846-857","","7","32","","","","","","","","","","English","","","","","","","","","","","alternative reinforcement; behavioral economics; delay discounting; Internet demand; problematic Internet use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
