Discipline,RR,comment,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
Neuroscience,not checked,,USG738AW,journalArticle,2018,"Genschow, Oliver; Bardi, Lara; Brass, Marcel",Anticipating actions and corticospinal excitability: A preregistered motor TMS experiment,Cortex,,109452,10.1016/j.cortex.2018.04.014,https://linkinghub.elsevier.com/retrieve/pii/S0010945218301461,,2018-09,25/11/2018 17:58,25/11/2018 17:58,01/10/2018 16:00,81-92,,,106,,,Anticipating actions and corticospinal excitability,,,,,,,en,,,,,Crossref,,0,<p>Does not appear to link to Stage I manuscript.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,R3Q5D6YC,journalArticle,2018,"Coltheart, Max; Cox, Rochelle; Sowman, Paul; Morgan, Hannah; Barnier, Amanda; Langdon, Robyn; Connaughton, Emily; Teichmann, Lina; Williams, Nikolas; Polito, Vince","Belief, delusion, hypnosis, and the right dorsolateral prefrontal cortex: a transcranial magnetic stimulation study",Cortex,,109452,10.1016/j.cortex.2018.01.001,http://linkinghub.elsevier.com/retrieve/pii/S0010945218300121,,31/01/2018,25/11/2018 17:58,25/11/2018 17:58,06/02/2018 14:25,234-248,,,101,,,"Belief, delusion, hypnosis, and the right dorsolateral prefrontal cortex",,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,4BPCRYU8,journalArticle,2017,"Radel, Rémi; Tempest, Gavin; Denis, Gauthier; Besson, Pierre; Zory, Raphael",Extending the limits of force endurance: Stimulation of the motor or the frontal cortex?,Cortex,,109452,10.1016/j.cortex.2017.09.026,http://linkinghub.elsevier.com/retrieve/pii/S0010945217303337,,09/10/2017,25/11/2018 17:58,25/11/2018 17:58,04/04/2018 17:00,96-108,,,97,,,Extending the limits of force endurance,,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,3C49PTAG,journalArticle,2016,"Hobson, Hannah M.; Bishop, Dorothy V.M.",Mu suppression – A good measure of the human mirror neuron system?,Cortex,,109452,10.1016/j.cortex.2016.03.019,http://linkinghub.elsevier.com/retrieve/pii/S0010945216300570,,15/04/2016,25/11/2018 17:58,25/11/2018 17:58,10/04/2018 20:34,290-310,,,82,,,,,,,,,,en,,,,,CrossRef,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,V972VW3K,journalArticle,2018,"Blini, Elvio; Tilikete, Caroline; Farnè, Alessandro; Hadj-Bouziane, Fadila",Probing the role of the vestibular system in motivation and reward-based attention,Cortex,,109452,10.1016/j.cortex.2018.02.009,http://linkinghub.elsevier.com/retrieve/pii/S0010945218300583,,27/02/2018,25/11/2018 17:58,25/11/2018 17:58,04/04/2018 16:50,82-99,,,103,,,,,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,99SEYWHZ,journalArticle,2018,"Zopf, Regine; Butko, Marina; Woolgar, Alexandra; Williams, Mark A.; Rich, Anina N.",Representing the location of manipulable objects in shape-selective occipitotemporal cortex: Beyond retinotopic reference frames?,Cortex,,109452,10/gdqdt5,https://linkinghub.elsevier.com/retrieve/pii/S0010945218301631,,2018-09,25/11/2018 17:58,25/11/2018 17:58,28/06/2018 13:35,132-150,,,106,,,Representing the location of manipulable objects in shape-selective occipitotemporal cortex,,,,,,,en,,,,,Crossref,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,475CK2H3,journalArticle,2016,"Geng, Jingyi; Schnur, Tatiana T.",Role of features and categories in the organization of object knowledge: Evidence from adaptation fMRI,Cortex,,0010-9452,10.1016/j.cortex.2016.01.006,http://www.sciencedirect.com/science/article/pii/S0010945216000095,"There are two general views regarding the organization of object knowledge. The feature-based view assumes that object knowledge is grounded in a widely distributed neural network in terms of sensory/function features (e.g., Warrington &amp; Shallice, 1984), while the category-based view assumes in addition that object knowledge is organized by taxonomic and thematic categories (e.g., Schwartz et al., 2011). Using a functional magnetic resonance imaging (fMRI) adaptation paradigm, we compared predictions from the feature- and category-based views by examining the neural substrates recruited as subjects read word pairs that were identical, taxonomically related, thematically related or unrelated while controlling for the function features involved across the two categories. We improved upon previous study designs and employed an fMRI adaptation task, obtaining results overall consistent with both the category-based and feature-based views. Consistent with the category-based view, we observed for both hypothesized regions of interest (ROI) and exploratory (whole-brain analyses) reduced activity in the left anterior temporal lobe (ATL) for taxonomically related versus unrelated word pairs, and for the exploratory analysis only, reduced activity in the right ATL. In addition, the exploratory analyses revealed reduced activity in the left temporo-parietal junction (TPJ) for thematically related versus unrelated word pairs. Consistent with the feature-based view, we found in the exploratory analyses that activity reduced in the bilateral precentral gyri (i.e., function regions) including part of premotor cortex as the function relatedness ratings increased. However, we did not find a relationship between adaptation effects in the bilateral ATLs and left TPJ and corresponding ratings of taxonomic/thematic relationships suggesting that the adaptation effects may potentially not reflect aspects of taxonomy that have been traditionally assumed. Together, our findings indicate that both feature and category information are important for the organization of object knowledge although the exact nature of those organization principles is an important question for future research.",06/02/2016,25/11/2018 17:58,25/11/2018 17:58,04/05/2017 21:19,174-194,,,78,,Cortex,Role of features and categories in the organization of object knowledge,,,,,,,,,,,,ScienceDirect,,,,,,,Features; Taxonomic category; The organization of object knowledge; Thematic category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,XADGTXQ5,journalArticle,2018,"Newbury, Dianne F.; Simpson, Nuala H.; Thompson, Paul A.; Bishop, Dorothy V.M.",Stage 2 Registered Report: Variation in neurodevelopmental outcomes in children with sex chromosome trisomies: testing the double hit hypothesis,Wellcome Open Research,,2398-502X,10.12688/wellcomeopenres.14677.1,https://wellcomeopenresearch.org/articles/3-85/v1,,19/07/2018,25/11/2018 17:58,25/11/2018 17:58,09/10/2018 10:19,85,,,3,,,Stage 2 Registered Report,,,,,,,en,,,,,Crossref,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,CETBXQKH,journalArticle,2018,"Chetail, Fabienne; Ranzini, Mariagrazia; De Tiège, Xavier; Wens, Vincent; Content, Alain",The consonant/vowel pattern determines the structure of orthographic representations in the left fusiform gyrus,Cortex,,109452,10.1016/j.cortex.2018.01.006,http://linkinghub.elsevier.com/retrieve/pii/S0010945218300194,,02/02/2018,25/11/2018 17:58,25/11/2018 17:58,04/04/2018 16:54,73-86,,,101,,,,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,CDIB5BJS,journalArticle,2016,"Muthukumaraswamy, Suresh D.; Routley, Bethany; Droog, Wouter; Singh, Krish D.; Hamandi, Khalid",The effects of AMPA blockade on the spectral profile of human early visual cortex recordings studied with non-invasive MEG,Cortex,,109452,10.1016/j.cortex.2016.03.004,http://linkinghub.elsevier.com/retrieve/pii/S0010945216300338,,31/03/2016,25/11/2018 17:58,25/11/2018 17:58,10/04/2018 20:34,266-275,,,81,,,,,,,,,,en,,,,,CrossRef,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,DH3PTE4W,journalArticle,2016,"Kopiske, Karl K.; Bruno, Nicola; Hesse, Constanze; Schenk, Thomas; Franz, Volker H.",The functional subdivision of the visual brain: Is there a real illusion effect on action? A multi-lab replication study,Cortex,,109452,10.1016/j.cortex.2016.03.020,http://linkinghub.elsevier.com/retrieve/pii/S0010945216300582,,06/04/2016,25/11/2018 17:58,25/11/2018 17:58,10/04/2018 20:34,130-152,,,79,,,The functional subdivision of the visual brain,,,,,,,en,,,,,CrossRef,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,IE4Q25BE,journalArticle,2018,"Elkins-Brown, Nathaniel; Saunders, Blair; Inzlicht, Michael",The misattribution of emotions and the error-related negativity: A registered report,Cortex,,109452,10.1016/j.cortex.2018.08.017,https://linkinghub.elsevier.com/retrieve/pii/S0010945218302697,,2018-09,25/11/2018 17:58,25/11/2018 17:58,09/10/2018 10:20,,,,,,,The misattribution of emotions and the error-related negativity,,,,,,,en,,,,,Crossref,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,TNGYARUX,journalArticle,2015,"Sassenhagen, Jona; Bornkessel-Schlesewsky, Ina",The P600 as a correlate of ventral attention network reorientation,Cortex,,109452,10.1016/j.cortex.2014.12.019,http://linkinghub.elsevier.com/retrieve/pii/S0010945215000283,,13/02/2015,25/11/2018 17:58,25/11/2018 17:58,04/05/2017 21:20,A3-A20,,,66,,,,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,not checked,,GEFLHMLH,journalArticle,2015,"Paris, Tim; Kim, Jeesun; Davis, Chris",Using EEG and stimulus context to probe the modelling of auditory-visual speech,Cortex,,109452,10.1016/j.cortex.2015.03.010,http://linkinghub.elsevier.com/retrieve/pii/S001094521500101X,,17/04/2015,25/11/2018 17:58,25/11/2018 17:58,04/05/2017 21:20,220-230,,,75,,,,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Political science,not checked,,RYSKKX3S,journalArticle,2016,"Huff, Connor; Kruszewska, Dominika","Banners, Barricades, and Bombs: The Tactical Choices of Social Movements and Public Opinion",Comparative Political Studies,,"0010-4140, 1552-3829",10.1177/0010414015621072,http://journals.sagepub.com/doi/10.1177/0010414015621072,,14/01/2016,25/11/2018 17:58,25/11/2018 17:58,10/04/2018 20:35,1774-1808,,13,49,,,"Banners, Barricades, and Bombs",,,,,,,en,,,,,CrossRef,,8,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (<a href=""http://journals.sagepub.com/doi/full/10.1177/0010414016655539"">http://journals.sagepub.com/doi/full/10.1177/0010414016655539</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Political science,not checked,,L9ZNLLRW,journalArticle,2016,"Hidalgo, F. Daniel; Canello, Júlio; Lima-de-Oliveira, Renato",Can Politicians Police Themselves? Natural Experimental Evidence From Brazil’s Audit Courts,Comparative Political Studies,,"0010-4140, 1552-3829",10.1177/0010414015626436,http://journals.sagepub.com/doi/10.1177/0010414015626436,,03/03/2016,25/11/2018 17:58,25/11/2018 17:58,10/04/2018 20:35,1739-1773,,13,49,,,Can Politicians Police Themselves?,,,,,,,en,,,,,CrossRef,,8,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (<a href=""http://journals.sagepub.com/doi/full/10.1177/0010414016655539"">http://journals.sagepub.com/doi/full/10.1177/0010414016655539</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
